01:00:02.398;I;$POSMST,Start NMEA Logger,V 0.1.15*06
01:00:02.443;I;$POSMCFG,255,255,255,255,ffff,65535*73
01:00:02.449;A;$SDDPT,8.28,0.00,100.0*56
01:00:00.376;B;$GPGSA,A,3,01,03,08,10,11,14,22,,27,28,32,,1.9,0.9,1.6*34
01:00:02.451;I;$POSMGYR,678,-2648,-6643*57
01:00:02.451;I;$POSMACC,-344,14032,8332*4C
01:00:02.477;A;$SDDBT,27.16,f,8.28,M,4.52,F*05
01:00:02.483;A;$YXMTW,26.65,C*25
01:00:02.487;A;$SDDPT,8.20,0.00,100.0*5E
01:00:02.480;B;$GPGSV,3,1,11,01,56,294,45,03,24,230,44,08,59,180,32,,1.9,0.9,1.6*34
01:00:02.497;B;$GPGSV,3,1,11,01,56,294,44,03,24,230,44,08,59,180,47,10,22,054,42*7A
01:00:02.643;B;$GPGSV,3,2,11,11,72,291,45,14,39,117,48,22,47,229,46,24,00,016,00*7B
01:00:02.790;B;$GPGSV,3,3,11,27,24,155,47,28,23,303,40,32,40,079,48,,,,*40
01:00:02.918;B;$PGRME,3.5,M,6.3,M,7.2,M*28
01:00:02.978;B;$GPGLL,4721.168,N,00832.211,E,141856,A*21
01:00:03.067;B;$PGRMZ,1346,f,3*2B
01:00:03.110;B;$PGRMM,WGS 84*06
01:00:03.147;B;$GPBOD,,T,,M,,*47
01:00:02.490;A;$SDDBT,26.90,f,8.20,M$SDDPT,8.02,0.00,100.0*5E
01:00:03.227;B;$GPRTE,1,1,c,0*07
01:00:03.229;A;$SDDBT,26.31,f,8.02,M,4.38,F*05
01:00:03.307;A;$YXMTW,26.65,C*25
01:00:03.450;I;$POSMGYR,223,2259,-1708*7D
01:00:03.450;I;$POSMACC,656,13424,10492*57
01:00:04.028;B;$GPRMC,141857,A,4721.168,N,00832.211,E,001.0,012.7,110916,000.2,E*75
01:00:04.174;B;$GPRMB,A,,,,,,,,,,,,V*71
01:00:04.166;A;$SDDPT,7.77,0.00,100.0*53
01:00:04.232;A;$SDDBT,25.49,f,7.77,M,4.24,F*09
01:00:04.311;A;$YXMTW,26.65,C*25
01:00:04.232;B;$GPGGA,141857,4721.168,N,00832.211,E,1,10,0.9,410.2,M,48.0,M,,*4B
01:00:04.453;I;$POSMGYR,-875,3259,2115*7C
01:00:04.453;I;$POSMACC,152,15792,8288*68
01:00:04.376;B;$GPGSA,A,3,01,03,08,10,11,14,22,,27,28,32,,2.0,0.9,1.7*3F
01:00:04.497;B;$GPGSV,3,1,11,01,56,294,43,03,24,230,43,08,59,180,47,10,22,054,42*7A
01:00:04.642;B;$GPGSV,3,2,11,11,72,291,45,14,39,117,48,22,47,229,46,24,00,016,00*7B
01:00:04.791;B;$GPGSV,3,3,11,27,24,155,47,28,23,302,38,32,40,079,47,,,,*41
01:00:04.918;B;$PGRME,3.5,M,6.3,M,7.2,M*28
01:00:04.978;B;$GPGLL,4721.169,N,00832.210,E,141858,A*2F
01:00:05.070;B;$PGRMZ,1345,f,3*28
01:00:05.111;B;$PGRMM,WGS 84*06
