00:00:35.309;I;$POSMST,Start NMEA Logger,V 0.1.15*06
00:00:35.345;I;$POSMCFG,255,255,255,255,ffff,65535*73
00:00:35.348;A;$SDDPT,,0.00,100.0*4A
00:00:35.350;B;I‚‚b‚‚b’ºb¢‚b’ÂºbšÊb’ÊbŠ’b‚Êªb‚‚RºÂj
00:00:35.353;A;$SDDBT,,f,,M,,F*28
00:00:35.354;B;$PGRME,,M,,M,,M*00
00:00:35.356;I;$POSMGYR,-328,-131,-37*42
00:00:35.356;I;$POSMACC,112,10372,14156*5E
00:00:35.365;A;$SDDPT,,0.00,100.0*4A
00:00:35.369;A;$SDDBT,,f,,M,,F*28
00:00:35.563;A;$SDDPT,,0.00,100.0*4A
00:00:35.619;A;$SDDBT,,f,,M,,F*28
00:00:35.367;B;$GPGLL,,,,,101221,*51$GPRMC,101224,V,,,,,,,110916,,*3B
00:00:36.111;B;$GPRMB,V,,,,,,,,,,,,V*66
00:00:36.210;B;$GPGGA,101224,,,,,0,00,,,M,,M,,*62
00:00:36.354;I;$POSMGYR,-340,-107,-78*42
00:00:36.354;I;$POSMACC,168,10428,13928*5D
00:00:36.313;B;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
00:00:36.411;B;$GPGSV,3,1,12,07,07,335,00,08,05,282,00,10,19,166,00,13,00,048,00*7E
00:00:36.559;A;$SDDPT,,0.00,100.0*4A
00:00:36.616;A;$SDDBT,,f,,M,,F*28
00:00:36.557;B;$GPGSV,3,2,12,15,01,077,00,16,65,280,00,18,40,131,00,20,33,061,44*7B
00:00:36.705;B;$GPGSV,3,3,12,21,62,067,41,26,63,200,00,27,40,287,39,29,12,095,00*78
00:00:36.851;B;$PGRME,,M,,M,,M*00
00:00:36.892;B;$GPGLL,,,,,101225,*55
00:00:36.941;B;$PGRMZ,,,*7E
00:00:37.011;B;$PGRMM,WGS 84*06
00:00:37.110;B;$GPBOD,,T,,M,,*47
00:00:37.212;B;$GPRTE,1,1,c,0*07
00:00:37.355;I;$POSMGYR,-289,-122,-40*4A
00:00:37.355;I;$POSMACC,48,10432,13788*61
00:00:37.562;A;$SDDPT,,0.00,100.0*4A
00:00:37.618;A;$SDDBT,,f,,M,,F*28
00:00:38.010;B;$GPRMC,101226,V,,,,,,,110916,,*39
00:00:38.112;B;$GPRMB,V,,,,,,,,,,,,V*66
00:00:38.211;B;$GPGGA,101226,,,,,0,00,,,M,,M,,*60
00:00:38.356;I;$POSMGYR,-329,-114,-48*4C
00:00:38.356;I;$POSMACC,228,10424,13860*5B
00:00:38.316;B;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
00:00:38.412;B;$GPGSV,3,1,12,07,07,335,00,08,05,283,00,10,19,166,43,13,00,048,00*78
00:00:38.564;A;$SDDPT,,0.00,100.0*4A
00:00:38.621;A;$SDDBT,,f,,M,,F*28
00:00:38.560;B;$GPGSV,3,2,12,15,01,077,00,16,65,280,00,18,40,131,00,20,33,061,44*7B
00:00:38.705;B;$GPGSV,3,3,12,21,62,067,41,26,63,200,00,27,40,287,38,29,12,095,00*79
00:00:38.854;B;$PGRME,,M,,M,,M*00
00:00:38.893;B;$GPGLL,,,,,101227,*57
00:00:38.942;B;$PGRMZ,,,*7E
00:00:39.012;B;$PGRMM,WGS 84*06
00:00:39.113;B;$GPBOD,,T,,M,,*47
00:00:39.213;B;$GPRTE,1,1,c,0*07
00:00:39.358;I;$POSMGYR,-342,-133,-52*4F
00:00:39.358;I;$POSMACC,88,10388,13852*63
00:00:39.561;A;$SDDPT,,0.00,100.0*4A
00:00:39.616;A;$SDDBT,,f,,M,,F*28
00:00:40.013;B;$GPRMC,101228,V,,,,,,,110916,,*37
00:00:40.113;B;$GPRMB,V,,,,,,,,,,,,V*66
00:00:40.215;B;$GPGGA,101228,,,,,0,00,,,M,,M,,*6E
00:00:40.359;I;$POSMGYR,-335,-111,-69*47
00:00:40.359;I;$POSMACC,4,10528,13860*5A
00:00:40.318;B;$GPGSA,A,1,,,,,,,,,,,,,,,*1E
00:00:40.415;B;$GPGSV,3,1,12,07,07,335,00,08,05,283,00,10,19,166,43,13,00,048,00*78
00:00:40.563;A;$SDDPT,,0.00,100.0*4A
00:00:40.620;A;$SDDBT,,f,,M,,F*28
